Store ID,Country,City,Latitude,Longitude,Brand Owner,Brand Owner Origin,Address,Company Name,Fascia,Floorspace,Format,Price Range
recCM6xeOpZxeZ2G0,Nigeria,Lagos,6.448063,3.531438, Atlantic Shopping & Entertainment Centre,Nigeria,"2 Chevron Drive, Lekki Phase 1, Lekki, Nigeria", Atlantic Shopping & Entertainment Centre, Atlantic Shopping & Entertainment Centre,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
receBU7NIWj1CCSdi,Nigeria,Lagos,6.457562,3.416312,3mat Ventures,Nigeria,"Association Road, Dolphin Estate, Lagos, Nigeria",3mat Ventures,3mat Ventures,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
rec2UEgpB3dRPnjQW,Nigeria,Lagos,6.546938,3.377438,6to9 Supermarket,Nigeria,"Phase 1, 52 Oguntona Cresent, Gbagada, Lagos, Nigeria",6to9 Supermarket,6to9 Supermarket,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recriuLPPxc3QnOXz,Nigeria,Lagos,6.426081,3.41482,Blowfish Group,Nigeria,"20 Oju Olobun Street off Bishop Oluwole Street, Victoria island",9 To 7,9 To 7,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recoqF43xBP17hKGt,Nigeria,Lagos,6.470438,3.283437,234 Stores,Nigeria,"41 Road, D Cl, Festac Town, Lagos, Nigeria",234 Stores,234 Stores,70,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recKtoYRnhbwfHBkU,Nigeria,Lagos,6.492938,3.582063,234 Stores,Nigeria,"106 Addo Rd, Aja, Lagos, Nigeria",234 Stores,234 Stores,80,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recFSlXEBp6WwqBJY,Nigeria,Lagos,6.586063,3.383938,234 Stores,Nigeria,"58 Ogudu Rd, Ojota 100001, Lagos, Nigeria",234 Stores,234 Stores,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recmxvRnlzPQm1vQe,Nigeria,Lagos,6.455687,3.599812,478 Limited,Nigeria,"The Invent Km 29 Lekki-Epe Expressway, Lagos.",478 Limited,478 Limited,800,Cash & Carry,Mid-level
recAb2MHDglXtVYqf,Nigeria,Lagos,6.473062,3.628312,Abiitos international,Nigeria,"Abiitos House, Lekki Epe Road Sangotedo, Lekki, Nigeria",Abiitos international,Abiitos international,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recQOUoAgNU5TSQJE,Nigeria,Lagos,6.4906244,3.337224,Addide,Nigeria,"74, Adetola Street, Aguda-Surulere",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recQPg3q8S6dY9SDm,Nigeria,Lagos,6.4957417,3.3257835,Addide,Nigeria,"282, Ijesa Road, Lawanson - Surulere",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recRRArzlUDdUfK9j,Nigeria,Lagos,6.5047879,3.3875562,Addide,Nigeria,"24, Iwaya Road, Onike-Yaba",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recRDZCZm5UXYoLwx,Nigeria,Lagos,6.5111014,3.3382375,Addide,Nigeria,"125, Itire Road Junction, Surulere",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recS1JGr1bKzEJFFz,Nigeria,Lagos,6.511832,3.3217657,Addide,Nigeria,"117, Okota Road, Isolo",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recS3M09zoIAIFQ5a,Nigeria,Lagos,6.5220208,3.3475386,Addide,Nigeria,"84, Itire Road, Morgan Bustop, Mushin",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recS6KEgSxQnL2qj6,Nigeria,Lagos,6.5289274,3.3870355,Addide,Nigeria,"77, St. Finbarr's College Road, Akoka",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recSyLUugUGPKUJNF,Nigeria,Lagos,6.5326835,3.3495953,Addide,Nigeria,"49, Ladipo Road, Mushin",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recSCUAPU07Gu5bIW,Nigeria,Lagos,6.576937,3.272938,Addide,Nigeria,"24 Oko-Oba Road, Power-Line Bus Stop, Lagos, Nigeria",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTkRU7j2pFwQQOz,Nigeria,Lagos,6.5343667,3.2600116,Addide,Nigeria,"139/141 Ijegun Ikotun Road, Alagbada Bus Stop Mobil Filling Station",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTqXmpv6I1Zv8IR,Nigeria,Lagos,6.5383615,3.3729439,Addide,Nigeria,"12 Apata Street, Somolu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTRyyNL3fptysFn,Nigeria,Lagos,6.539411,3.2563583,Addide,Nigeria,"97, Abaranje Road, Custom Bus Stop, Ikotun",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTVTmyqL4YVgv2M,Nigeria,Lagos,6.5419645,3.2814333,Addide,Nigeria,"127/129 Isolo Road, Hostel Bustop, Ikotun, Egbe",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recT9nhCzX8zLbM9X,Nigeria,Lagos,6.5436623,3.375146,Addide,Nigeria,"36, Adaranijo Street, Pedro - Somolu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTC1RUvYlnBg6qs,Nigeria,Lagos,6.545428,3.3934527,Addide,Nigeria,"27/29 Dahomey Street,Off Shogbamu Street, Bariga",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTFNhc0kqlCg99y,Nigeria,Lagos,6.5515802,3.2935778,Addide,Nigeria,"34, Ifosi Road, Ejigbo",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTLR5aq7mhKJteT,Nigeria,Lagos,6.5526272,3.3913058,Addide,Nigeria,"5/7 Diya Street, Ifako-Gbagada",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUSeAr1FJn82Q8h,Nigeria,Lagos,6.5552249,3.3312948,Addide,Nigeria,"88, Mafoluku Road, Omilade Bustop, Mofoluku, Oshodi",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUVZWJ3e1Mvqvuk,Nigeria,Lagos,6.594313,3.287812,Addide,Nigeria,"26, Idimu Road, Egbeda",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recU9LFpHPzMMDa4T,Nigeria,Lagos,6.551937,3.306938,Addide,Nigeria,"Fawal Oil, Dorcas Bustop, Idimu Ejigbo Road",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUrATuVdgjxE6gl,Nigeria,Lagos,6.5612272,3.2615802,Addide,Nigeria,"75, Governor Road, Ikotun",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUtCak4xr5RqoJP,Nigeria,Lagos,6.5655606,3.3423442,Addide,Nigeria,"62, Arowojobe Street, Oshodi",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUvcM1wr78uvUOI,Nigeria,Lagos,6.5946516,3.4923592,Addide,Nigeria,"75, Beach Road, Cappa Junction, Ebute-Ikorodu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUwPE7Rwh8U098i,Nigeria,Lagos,6.5973339,3.3942735,Addide,Nigeria,"19A, Demurin Road, Ketu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUwMmQAE4XunnzP,Nigeria,Lagos,6.5975573,3.3886334,Addide,Nigeria,"124, Demurin Street, Oshogun Alapere, Ketu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUJCVUREicINGIg,Nigeria,Lagos,6.6007351,3.5199612,Addide,Nigeria,"14, Igbogbo Road, Ikorodu Ebute",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recUNhDKBZz0WyZQ7,Nigeria,Lagos,6.604288,3.390914,Addide,Nigeria,"503, Ikorodu Road, Ketu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVnjhKFlGi6NyTp,Nigeria,Lagos,6.6131468,3.3162111,Addide,Nigeria,"10, Surulere Road, Dopemu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVV8g2ZDEEZGrNN,Nigeria,Lagos,6.6179412,3.3325595,Addide,Nigeria,"99, Ogba Road, Ogba",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVWguq26an4g5RG,Nigeria,Lagos,6.6217389,3.499403,Addide,Nigeria,"15, Lagos Road, Ikorodu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVw8aTTEDNR6Rpv,Nigeria,Lagos,6.6252761,3.3062008,Addide,Nigeria,"247, Ipaja Road, Agege",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVyRBiELK2zGX1d,Nigeria,Lagos,6.6341796,3.3045257,Addide,Nigeria,"95, Old Ota Road, Orile, Agege",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVz0LkbCNGDHOMw,Nigeria,Lagos,6.6359784,3.3388808,Addide,Nigeria,"18, Abiodun Kuye Street, By Chapter Hotel, Fagba Road",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVEYWMuuGxtjGkG,Nigeria,Lagos,6.6399791,3.4809471,Addide,Nigeria,"112A, Isawo Road, Owutu-Ikorodu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVM6FtnnN6BDJab,Nigeria,Lagos,6.6409175,3.3433316,Addide,Nigeria,"23/59 Ajayi Road, Ogba",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recVOavDYJjA1Bet0,Nigeria,Lagos,6.6487184,3.3233938,Addide,Nigeria,"94, Iju Road, Iju-Agege",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recWmaBiPKhXW2syj,Nigeria,Lagos,6.6488453,3.3032789,Addide,Nigeria,"4/6 Ekoro Road, Abule Egba",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recWoikkzFjfe9DsX,Nigeria,Lagos,6.6501285,3.3612801,Addide,Nigeria,"4, Yakoyo Road, Sabo - Ojodu",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recW6IDbcDtuidMHI,Nigeria,Lagos,6.6501378,3.3092699,Addide,Nigeria,"6/8 Charity Road, Oko Oba - Abule Egba",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recWub9ekocU6nG9x,Nigeria,Lagos,6.6706123,3.3228003,Addide,Nigeria,"36, Agbado Road, Oke-Ayo Bus Stop, Ishaga",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recWvC50WFWKrGvc7,Nigeria,Lagos,6.5453391,3.3934906,Addide,Nigeria,"2, Temiadara Street, Liasu Road, Ikotun, Lagos, Nigeria",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recWD6WRSFNTSh180,Nigeria,Lagos,6.5755104,3.5921051,Addide,Nigeria,"24, Ijede Road, Eleshin Bus-Stop, Ijede, Ikorodu, Lagos, Nigeria",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recWI4zyw3eTB3vm4,Nigeria,Lagos,6.608562,3.320188,Addide,Nigeria,"15, Ikumola Street, Cement, Ikeja, Lagos, Nigeria",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec6EMuVvvTuFF9q8,Nigeria,Lagos,6.5327646,3.2950418,Addide,Nigeria,"59, Ailegun Road, Ejigbo, Lagos",Addide,Addide,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recWP68ehLC0pAphK,Nigeria,Lagos,6.4302614,3.4179949,Adiba Supermarket,Nigeria,"Adiba Supermarket, 54 Adeola Odeku street, Victoria Island",Adiba,Adiba Supermarket,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recXiG3tHgXQQRTnF,Nigeria,Lagos,6.4516152,3.4704418,Adiba Supermarket,Nigeria,"Adiba Supermarket, 46A Admiralty Road, Lekki Phase 1",Adiba,Adiba Supermarket,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recXyNZ9hU1ugtBXT,Nigeria,Lagos,6.428688,3.422313,Adiba Supermarket,Nigeria,"56a Along Adeola Odeku Street, Victoria Island, Lagos, Nigeria",Adiba,Adiba Supermarket,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recYpqOs1w1IxMO43,Nigeria,Lagos,6.632437,3.383062,Adiba Supermarket,Nigeria,"Plot 12 Tokunbo Disu-Sule Street, Magodo St, Isheri, Lagos, Nigeria",Adiba,Adiba Supermarket,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec1XfGUXFL9rsQ7J,Nigeria,Lagos,6.462938,3.308937,Affordable Supermarket,Nigeria,"Mile 2, local government, Plot 342 Durbar Rd, Amuwo Odofin, Lagos, Nigeria",Affordable Supermarket,Affordable Supermarket,80,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recLiKR1mzLlCiLJ4,Nigeria,Lagos,6.547313,3.383188,Agro Mart,Nigeria,"1 Lanre Awolokun St, Abule Okuta, Lagos, Nigeria",Agro Mart,Agro Mart,55,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recEP59RT67Txha6j,Nigeria,Lagos,6.445188,3.458062,Groceries Supermarket,Nigeria,"Hedges & Smith Plaza, Admiralty Way, Lekki Phase 1, Lagos, Nigeria",Groceries,Aired's Supermarket,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recyiMre2zcXrYtm9,Nigeria,Lagos,6.491312,3.339938,Ajonel Mega Supermarket,Nigeria,"9 Brown Rd, Surulere, Lagos, Nigeria",Ajonel Mega Supermarket,Ajonel Mega Supermarket,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recTUcXwEyR9wPwvx,Nigeria,Lagos,6.469313,3.584562,Aliba Supermarket,Nigeria,"Ajah, Lekki-Epe Expressway, Eti-Osa, Lekki, Nigeria",Aliba Supermarket,Aliba Supermarket,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recY4gSj5iraCNvIZ,Nigeria,Lagos,6.4465322,3.461881,AM to PM Supermarket,Nigeria,"Admiralty Way, Lekki",A,AM to PM Supermarket,400,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recAY46Z7GjHLnaSN,Nigeria,Lagos,6.446813,3.508188,AM to PM Supermarket,Nigeria,"Castlerock Ave, Lekki Penninsula II, Lagos, Nigeria",A,AM to PM Supermarket,400,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recYc1lszktVB7oms,Nigeria,Lagos,6.442188,3.417688,Amis Supermarket,Nigeria,"59-71 Awolowo Road, Ikoyi, Lagos, Nigeria",Amis,Amis Supermarket,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recZuRvqfuLmV0RaU,Nigeria,Lagos,6.643187,3.288312,Amrite Supermarket,Nigeria,"Ekoro Rd, Abule Egba, Lagos, Nigeria",Amrite Supermarket,Amrite Supermarket,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recimEYk9wF4Umy9O,Nigeria,Lagos,6.575312,3.527938,Ann Onward Ventures,Nigeria,"133 Obafemi Awolowo Rd, Ikorodu, Nigeria",Ann Onward Ventures,Ann Onward Ventures,70,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recvbJj6SSZZm6Ndh,Nigeria,Lagos,6.553937,3.383188,Array Supermarket,Nigeria,"12 Olanubi Osinowo St, Araromi, Lagos, Nigeria",Array Supermarket,Array Supermarket,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recYfMmlqUq7blck9,Nigeria,Lagos,6.511938,3.359187,Austin Fancy Supermarkets,Nigeria,"15 Ishaga Road, Idi-Araba, Lagos, Nigeria",Austin Fancy,Austin Fancy Supermarkets,20,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recYgPjXrFfFaBsU9,Nigeria,Lagos,6.512687,3.347688,Avro Supermarket,Nigeria,"8 Lawanson Street, Idi-Araba",Avro,Avro Supermarket,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reccoWlWseJSJ9Ukn,Nigeria,Lagos,6.552812,3.331812,B & T Supermarket,Nigeria,"Ogunyinka St, Mafoluku Oshodi, Lagos, Nigeria",B & T Supermarket,B & T Supermarket,70,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recx5kvaC0sOCU6U0,Nigeria,Lagos,6.510438,3.363437,Babaloja,Nigeria,"14a, Bayo Dejonwo Street, Maryland, Lagos, Nigeria",Babaloja,Babaloja,0,Online,Mid-level
reckNCBhuiidZ5x7p,Nigeria,Lagos,6.473187,3.303438,Bemphic Supermarket,Nigeria,"23 Raji Rasaki Estate Rd, GRA, Lagos, Nigeria",Bemphic Supermarket,Bemphic Supermarket,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recYFygbL6cPaVSb2,Nigeria,Lagos,6.532812,3.357062,Benco United Supermarket,Nigeria,"43 Post Office Road, Onipanu, Lagos, Nigeria",Benco United,Benco United Supermarket,30,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recnc73a7n3bNDrz2,Nigeria,Lagos,6.438313,3.524563,Best 4 Less Supermarket,Nigeria,"Lekki Penninsula II, Lekki, Nigeria",Best 4 Less Supermarket,Best 4 Less Supermarket,120,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recYGpYVVgcJWQBnk,Nigeria,Lagos,6.497438,3.349813,Best Buy Mart,Nigeria,"49 Adelabu Street, Surulere, Lagos, Nigeria",Best Buy Mart,Best Buy Mart,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recYJTBWzlqfwub8v,Nigeria,Lagos,6.547313,3.364187,Best Choice,Nigeria,"Association Avenue, Ilupeju, Lagos, Nigeria",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
rec8ezln7WCNYCLKM,Nigeria,Lagos,6.529187,3.309687,Best Choice,Nigeria,"Egbe Rd, Oshodi-Isolo, Lagos, Nigeria",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
rec9s2XPCONoO0mGC,Nigeria,Lagos,6.597437,3.346188,Best Choice,Nigeria,"31 Unity Rd, Allen, Ikeja, Nigeria",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recJiS27GcPpfRiS9,Nigeria,Lagos,6.632188,3.340688,Best Choice,Nigeria,"51 Ijaiye Rd, Ifako Agege, Ikeja, Nigeria",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recbU9NX338Kwjrpw,Nigeria,Lagos,6.635813,3.336563,Best Choice,Nigeria,"1 Fadare St, Ifako Agege, Lagos, Nigeria",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recsWqirX9F532K22,Nigeria,Lagos,6.598437,3.278563,Best Choice,Nigeria,"22 3rd Avenue. 311 Road. C Cl, Egbeda, Lagos, Nigeria",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recUu6MLjMTueuZmX,Nigeria,Lagos,6.603687,3.493188,Best Choice,Nigeria,"52 Beach Rd, Ikorodu, Nigeria",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recfukXMmCYmvBhkh,Nigeria,Lagos,6.557313,3.263688,Best Choice,Nigeria,"41/43 Governor's Road, Bayota Bus Stop, Ikotun, Lagos",Best Choice,Best Choice,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
rec31zhPuLji5wL64,Nigeria,Lagos,6.609187,3.261687,Bestrite SuperStore,Nigeria,"12 Opeki Road, Abesan Estate Rd, Ipaja, Lagos, Nigeria",Bestrite SuperStore,Bestrite SuperStore,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec6ezUVZrtS7JCjH,Nigeria,Lagos,6.601688,3.418687,Bestsave Supermarket,Nigeria,"Gabby's Place, 16 Owulade Avenue, Ibadan Junction, Bako Estate, Irawo, Lagos, Nigeria",Bestsave Supermarket,Bestsave Supermarket,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recpl3SeABbZqLSXp,Nigeria,Lagos,6.4699388,3.5793456,Bestsaver Supermarket,Nigeria,"Thomas Estate, By Lekki-Epe Expressway Ajah, Lekki Peninsula, Lagos Nigeria, Lekki Phase 1, Lekki, Nigeria",Bestsaver Supermarket,Bestsaver Supermarket,400,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recpm9Z44h4lwwXwc,Nigeria,Lagos,6.4996836,3.358659,Bestway Supermarket (Nigeria),Nigeria,183 Akerele St Surulere,Bestway Supermarket (Nigeria),Bestway Supermarket (Nigeria),100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recp8Tc7od578L9VK,Nigeria,Lagos,6.574492,3.3621152,BG Mart,Nigeria,"21 Mobolaji Bank Anthony Way, Ikeja",BG Mart,BG Mart,500,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recq6z71tg8KvJj4u,Nigeria,Lagos,6.4695988,3.5653188,Blenco,Nigeria,"Kilometer 53, Addo road off Ajah, Lekki-Epe Expressway (Ajah branch)",Blenco,Blenco Supermarket,600,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recqeuliuZXaJjpYf,Nigeria,Lagos,6.4747022,3.618997,Blenco,Nigeria,"Lekki - Epe Expressway, Eti-Osa, Sangotedo",Blenco,Blenco Supermarket,600,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recqgZUQBYZ6FcQMJ,Nigeria,Lagos,6.5892152,3.3071306,Blenco,Nigeria,"Shasha Road, Akowonjo (Egbeda branch)",Blenco,Blenco Supermarket,600,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recqt7S6Ny4JNo5za,Nigeria,Lagos,6.545937,3.326938,Blossom Supermarket & Stores,Nigeria,"Shop No. 8, Biyot Plaza, Ajao Estate, Asa-Afariogun St, Lagos, Nigeria",Blossom,Blossom Supermarket & Stores,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recqK8p6Whq2QOJhb,Nigeria,Lagos,6.5459816,3.3269755,Blossom Supermarket & Stores,Nigeria,"Shop 2, Biyot Shopping Complex,Airport Rd.., Ajao Estate.",Blossom,Blossom Supermarket & Stores,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recK3MrxQVeWkA1Ny,Nigeria,Lagos,6.524062,3.379688,Blossom Supermarket & Stores,Nigeria,"Langbasa Rd, Lambasa, Lagos, Nigeria",Blossom,Blossom Supermarket & Stores,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recIT6QBot5IE8Uyl,Nigeria,Lagos,6.683687,3.366937,BlueBubbles Supermarket,Nigeria,"Ilobu Street, Alagbado, Nigeria",BlueBubbles Supermarket,BlueBubbles Supermarket,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
receuFGiBkuqvzGvX,Nigeria,Lagos,6.665938,3.351938,BlueBubbles Supermarket,Nigeria,"41 Yakoyo Rd, Iju, Lagos, Nigeria",BlueBubbles Supermarket,BlueBubbles Supermarket,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recrjPPXbT84iLx5a,Nigeria,Lagos,6.596187,3.347188,Bon Prix Supermarket,Nigeria,"5 Mojidi Street, Opebi 300001, Ikeja, Lagos, Nigeria",Bon Prix Supermarket,Bon Prix Supermarket,40,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recWzgpjL28KWt4ki,Nigeria,Lagos,6.617938,3.563313,Buk-maris Supermart,Nigeria,"2/4 Olurotimi Avenue Opposite Sky club, Off Ijede, Road, Eleshin St, Ikorodu, Nigeria",Buk-maris Supermart,Buk-maris Supermart,40,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recrSjwJW4Twe7WPg,Nigeria,Lagos,6.4383589,3.5246067,Buy 4 Less Supermarket,Nigeria,"Shop 576, Ikota Housing Estate, Lekki, Lagos",Buy 4 Less,Buy 4 Less Supermarket,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec5rFYfU9l5YOb55,Nigeria,Lagos,6.5853384,3.3517424,Profitville Limited,Nigeria,"19 Joel Ogunnaike St, Ikeja GRA, Ikeja, Nigeria",Profitville,Buymore Supermarket,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec5x5u8VbTAzAi4F,Nigeria,Lagos,6.501437,3.346312,Profitville Limited,Nigeria,"Kilo Bus Stop, Nnobi Street, Ikate",Profitville,Buymore Supermarket,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec5OnTX4AofUjnFN,Nigeria,Lagos,6.450937,3.516187,Profitville Limited,Nigeria,Friends Colony Estate,Profitville,Buymore Supermarket,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec5QlMSeB7RZjqYu,Nigeria,Lagos,6.552188,3.328188,Profitville Limited,Nigeria,Ajao Estate,Profitville,Buymore Supermarket,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recrbcD82UFM8exh5,Nigeria,Lagos,6.6035646,3.3451606,Cherries Global Products,Nigeria,"91, Obafemi Awolowo Way, Omole Phase 1, Ikeja",Cherries,Cherries Supermart,400,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recEI7urrw3pJE4ps,Nigeria,Lagos,6.495437,3.338188,Chiefo Supermarket,Nigeria,"local government, No 8 Oladimeji St, Ijesha Tedo, Lagos, Nigeria",Chiefo Supermarket,Chiefo Supermarket,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recrCak9L00Al9L4S,Nigeria,Lagos,6.574187,3.357687,Chiffy Supermarket,Nigeria,"#3 Oduduwa Crescent, Ikeja GRA, Lagos, Nigeria",Chiffy Supermarket,Chiffy Supermarket,70,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTGaQxbc4yKILew,Nigeria,Lagos,6.468562,3.296437,Chizella Superstores,Nigeria,"House 3 11 Rd, Festac Town 300001, Lagos, Nigeria",Chizella Superstores,Chizella Superstores,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
