Store ID,Country,City,Latitude,Longitude,Brand Owner,Brand Owner Origin,Address,Company Name,Fascia,Floorspace,Format,Price Range
rec8SugydaZ7U0cQg,Nigeria,Lagos,6.549562,3.328688,Saco-Links Supermarket,Nigeria,"Lateef Salami St, Oshodi-Isolo, Lagos, Nigeria",Saco-Links,Saco-Links Supermarket,40,Traditional,Basic
recqI34KDFmn49lSR,Nigeria,Lagos,6.633188,3.340688,Sambethel Superstore,Nigeria,"NO 7 Thomas Salako St, Ogba 100218, Ikeja, Nigeria",Sambethel Superstore,Sambethel Superstore,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec44mOPwNuxMlSgW,Nigeria,Lagos,6.431313,3.525313,Sands Supermarket & Pharmacy,Nigeria,"Lekki Penninsula II, Lagos, Nigeria",Sands Supermarket & Pharmacy,Sands Supermarket & Pharmacy,80,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recPYDQW7NuNFGE5w,Nigeria,Lagos,6.680438,3.166937,SBS Supermarkets,Nigeria,"Canaanland Entrance Rd, Ota, Nigeria",SBS Supermarkets,SBS Supermarkets,80,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recaVsB07MZnK2b5J,Nigeria,Lagos,6.440063,3.474563,Serene Place,Nigeria,"81 Hakeem Dickson Link Road, Lekki, Lagos, Nigeria",Serene Place,Serene Supermarket,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recvZFNtDC86XHP0M,Nigeria,Lagos,6.440688,3.524813,Shawn Mart,Nigeria,"13 James Orugbo Cl, Lekki Penninsula II, Lekki, Nigeria",Shawn Mart,Shawn Mart,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recacXbUrwIDIbha3,Nigeria,Lagos,6.554688,3.366187,Shop Perfect Supermarket,Nigeria,"26b Ade Akinsanya Avenue, Ilopeju, Lagos, Nigeria",Shop Perfect,Shop Perfect Supermarket,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recAZD4YGRALum1FP,Nigeria,Lagos,6.688313,3.283313,Shopaz Mart,Nigeria,"Ifako-Ijaiye, Ojokoro, Nigeria",Shopaz Mart,Shopaz Mart,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reciWx8IrSuG6UB09,Nigeria,Lagos,,,Shopazo Supermarket,Nigeria,"View Point Plaza, Nepa road, Opp. Jubilee bridge Lagos NG, Lekki - Epe Expy, Aja 101245, Lekki, Nigeria",Shopazo Supermarket,Shopazo Supermarket,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recadTAdQtFIytF7J,Nigeria,Lagos,6.5581696,3.3908758,Shopcity Supermarket,Nigeria,"35 Ajayi-Aina Street,Ifako-Gbagada",Shopcity,Shopcity Supermarket,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recaxrLwRQ5ecWbnf,Nigeria,Lagos,6.4319088,3.4303716,Shopper's Delite Supermarket & Restaurants,Nigeria,"58 Adetokunbo Ademola Street, Victoria Island",Shopper's Delite,Shopper's Delite,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recFQ8wQiN0elbpcp,Nigeria,Lagos,6.447437,3.471938,Shopper's Delite Supermarket & Restaurants,Nigeria,"15 Victoria Arobieke St, Eti-Osa, Lagos, Nigeria",Shopper's Delite,Shopper's Delite,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recngkAKJzr0bJ3Xs,Nigeria,Lagos,6.489313,3.358812,Shopper's Delite Supermarket & Restaurants,Nigeria,"Bode Thomas St, Surulere, Lagos, Nigeria",Shopper's Delite,Shopper's Delite,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recaHoIxpIjGDGGJx,Nigeria,Lagos,6.6329909,3.3900497,Shoppers Express Supermarket,Nigeria,"38 Ayodele Fanoiki St, Magodo Isheri, Phase 1, Lagos, Nigeria",Shoppers Express Supermarket,Shoppers Express Supermarket,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recdbrfnfTaUW77OH,Nigeria,Lagos,6.438437,3.508812,Shoprite Holdings,South Africa,"Circle Mall, Osapa, Jakande Roundabout, Lekki-Epe Expressway",Shoprite,Shoprite,3000,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
recdspIA5OVc2dM6V,Nigeria,Lagos,6.469688,3.639687,Shoprite Holdings,South Africa,"Cnr Lekki-epe Express & Cardinal Anthony Olubunmi Okogie Rd, Lekki",Shoprite,Shoprite,3000,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
receRun04GYjIJB35,Nigeria,Lagos,6.435937,3.451312,Shoprite Holdings,South Africa,"The Palms Shopping Centre, Off British International School Way, Maroko, Victoria Island",Shoprite,Shoprite,3000,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
receZrmYhVAN6KNUQ,Nigeria,Lagos,6.4470238,3.362628,Shoprite Holdings,South Africa,"Park Lane, Apapa",Shoprite,Shoprite,3000,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
rece75mTtA58pKr93,Nigeria,Lagos,6.4654852,3.3043256,Shoprite Holdings,South Africa,"Féstival Mall, Janet Fajemisin Rd, Féstac, In Amuno Odofin govt area",Shoprite,Shoprite,3000,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
recedaOVOdUonFyaW,Nigeria,Lagos,6.4907235,3.3572342,Shoprite Holdings,South Africa,"Adeniran Ogunsanya Shopping Centre, Adeniran",Shoprite,Shoprite,3000,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
recewcmU35dvCB9Fh,Nigeria,Lagos,6.6137843,3.3580145,Shoprite Holdings,South Africa,"Ikeja City Mall, Obafemi Awolowo Way, Ikeja",Shoprite,Shoprite,3000,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
recsEZzDaj2TJIUw0,Nigeria,Lagos,6.573688,3.368938,Shoprite Holdings,South Africa,"368 Ikorodu Road Service Lane, Maryland, Ikeja",Shoprite,Shoprite Mini,1500,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
recuAR87NgL4OtPVu,Nigeria,Lagos,6.500938,3.097688,Simon's Supermarket,Nigeria,"Agbara junction, Agbara, Nigeria",Simon's Supermarket,Simon's Supermarket,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recgzMn9BraHuwEEl,Nigeria,Lagos,6.6274971,3.3370482,Summit Strategic Services Limited,Nigeria,"3/5, Ijaiye Road, Ogba, Ifako Ijaiye",Smartiemart,Smartiemart,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec8Zp9bc4dABOZyo,Nigeria,Lagos,6.636188,3.342062,So Rite Supermarket & Pharmacy,Nigeria,"28 Yaya Abatan Rd, Ojodu, Lagos, Nigeria",So Rite Supermarket & Pharmacy,So Rite Supermarket & Pharmacy,180,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recfZLYac7u4C8Y53,Nigeria,Lagos,6.490063,3.357312,Spar,The Netherlands,"1st Floor Leisure Mall Surulere Lagos, Adeniran Ogunsanya St",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
recf8Gyf5Bol8K4cR,Nigeria,Lagos,6.5083332,3.3704395,Spar,The Netherlands,"Tejuosho Shopping Centre, 10 Ojuelegba Rd, Yaba",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
recfsVOc65PI6NbCg,Nigeria,Lagos,6.442563,3.419563,Spar,The Netherlands,"77 Awolowo Road, YMCA Building, Ikoyi",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
recfHIrxdMBU69z9G,Nigeria,Lagos,6.439562,3.496187,Spar,The Netherlands,"Behind Nicon Town & Total Filling Station, Ikate Elegushi Layout, In between 4th & 5th Round About on Lekki Express Way",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
recfQsOmTQPpWDTuw,Nigeria,Lagos,6.430188,3.420688,Spar,The Netherlands,"Guru Plaza, Adeola Odeku Street, Victoria Island",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
recglR4CWkCUnKgB1,Nigeria,Lagos,6.584437,3.333563,Spar,The Netherlands,"Murtala Mohammed Domestic Airport Terminal 2, Airport Road, Ikeja",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
recgmmqEYBL7lTCZS,Nigeria,Lagos,6.556812,3.360187,Spar,The Netherlands,"No 31-33, Town Planning Way, Opp GT Bank, Ilupeju",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
recgpaG5COyAblXd9,Nigeria,Lagos,6.590644,3.359696,Spar,The Netherlands,"40 Opebi Road, Ikeja, Lagos",Spar,Spar,3212,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Super Premium
rece3brtRbM5Np54p,Nigeria,Lagos,6.487687,3.578688,Spinney's Supermarket,Nigeria,"Addo Rd, Lambasa, Lagos, Nigeria",Spinney's Supermarket,Spinney's Supermarket,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recg54ONcXOrt5UoR,Nigeria,Lagos,6.583289,3.401268,St Peters & Pauls Pharmacy Supermarket,Nigeria,"20, Adisa Balogun Street, Off Ajibola Cresent Alapere-Ketu, Ketu 300001, Lagos, Nigeria",St Peters & Pauls,St Peters & Pauls Pharmacy Supermarket,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
rec2RNYeNjpmuJ1XS,Nigeria,Lagos,6.522813,3.340187,St Toby Pharmacy and Supermarket,Nigeria,"56 Sadiku St, Mushin, Lagos, Nigeria",St Toby Pharmacy and Supermarket,St Toby Pharmacy and Supermarket,70,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recg6DmRB5wC7doN2,Nigeria,Lagos,6.455062,3.429438,Stamart Supermarket,Nigeria,"23A Glover Roadd, Ikoyi 101001, Lagos, Nigeria",Stamart,Stamart Supermarket,75,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
reccvMgsE1kdFgVoO,Nigeria,Lagos,6.496937,3.377687,Staplestores,Nigeria,"319 Borno Way, Yaba 100001, Lagos, Nigeria",Staplestores,Staplestores,80,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recgG7AJ4Up38Odea,Nigeria,Lagos,6.568062,3.341938,Sunday Supermarket,Nigeria,"9 Oyegunwa Street, Oshodi, Shogunle 300001, Lagos, Nigeria",Sunday,Sunday Supermarket,15,Traditional,Basic
recirDBrA8bddS36b,Nigeria,Lagos,6.606312,3.347813,Sunny Lucky Supermarket,Nigeria,"148 Obafemi Awolowo Way, Ikeja, Lagos, Nigeria",Sunny Lucky,Sunny Lucky Supermarket,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
reciskB66ImeIMION,Nigeria,Lagos,6.5996609,3.3815681,Super Saver Supermarket,Nigeria,"66 Ikosi Road, Ikosi Ketu 300001, Lagos, Nigeria",Super Saver,Super Saver Supermarket,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recyVd5AL8Jg3dELN,Nigeria,Lagos,6.586063,3.393687,Super Saver Supermarket,Nigeria,"8 Ajiboye Steer, Alapere Ketu Lagos, Agboyi Road, Ketu, Lagos, Nigeria",Super Saver,Super Saver Supermarket,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recsPBojpN5sMsnph,Nigeria,Lagos,6.613062,3.373563,Super Saver Supermarket,Nigeria,"4 Adeyemi Odukomaya St, Ikosi Ketu, Lagos, Nigeria",Super Saver,Super Saver Supermarket,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recOr07dmmzOG5eyT,Nigeria,Lagos,6.719688,3.400937,Super Shoppy,Nigeria,"Magboro, Nigeria",Super Shoppy,Super Shoppy,400,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recTCpy55tg6L6HQG,Nigeria,Lagos,6.632312,3.538062,Super Wikimart,Nigeria,"38, Itamaga, Ijede Rd, Ikorodu, Nigeria",Super Wikimart,Super Wikimart,80,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
reciCFBVww5wS5aI5,Nigeria,Lagos,6.547313,3.331688,SuperSaver Supermarket,Nigeria,"8 Asa-Afariogun Street, Ajao Estate, Lagos, Nigeria",SuperSaver Supermarket,SuperSaver Supermarket,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reciJ8XTTRSyRfG38,Nigeria,Lagos,6.595812,3.351187,T.Black Supermart,Nigeria,"36B Toyin Street, Opebi, Ikeja, Lagos, Nigeria",T. Black,T.Black Supermart,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recjkf7KPA5vqtM8l,Nigeria,Lagos,6.527326,3.3223833,TAIWO Supermarket,Nigeria,"No. 13 Ire-Akari Estate Road, Isolo, off Mushin Road",TAIWO,TAIWO Supermarket,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recaHpcjWWpsgBnZO,Nigeria,Lagos,6.529937,3.331937,TAIWO Supermarket,Nigeria,"Isolo Rd, Isaga Tedo, Lagos, Nigeria",TAIWO,TAIWO Supermarket,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recjpuoFapwKsmFOr,Nigeria,Lagos,6.513312,3.358562,Tayo Supermarkets,Nigeria,"28 Ishaga Road, Idi Oro, Lagos, Nigeria",Tayo,Tayo Supermarkets,30,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recv8Y7bfKAIY0gJ5,Nigeria,Lagos,6.604938,3.312938,Tayo's Peep & Buy Supermarket,Nigeria,"Santos layout Akowonjo, Oladipupo Fafore St, Lagos, Nigeria",Tayo's Peep & Buy Supermarket,Tayo's Peep & Buy Supermarket,50,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recjbykzUFY6ChxD5,Nigeria,Lagos,6.525063,3.380938,Temerk Stores,Nigeria,"Fola Agoro Street, Abule ijesha, Lagos, Nigeria",Temerk,Temerk Stores,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rectLDj7vtpQk2YRB,Nigeria,Lagos,6.466312,3.275437,Temple Hill Supermarket Discounts Centre,Nigeria,"71 Rd, Festac Town, Lagos, Nigeria",Temple Hill Supermarket Discounts Centre,Temple Hill Supermarket Discounts Centre,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recPbVjXE6gmde9Od,Nigeria,Lagos,6.472188,3.630438,Temple Hill Supermarket Discounts Centre,Nigeria,"Lekki-Epe Expressway, Eti-Osa, Sangotedo, Nigeria",Temple Hill Supermarket Discounts Centre,Temple Hill Supermarket Discounts Centre,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recAUKRgRC7eEz9BM,Nigeria,Lagos,6.618688,3.376688,Temple Hill Supermarket Discounts Centre,Nigeria,"15 Emmanuel Keshi St, Ikosi Ketu, Lagos, Nigeria",Temple Hill Supermarket Discounts Centre,Temple Hill Supermarket Discounts Centre,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recJlrKa5FzOFbGcU,Nigeria,Lagos,6.4435056,3.4040339,Indian Bazaar (Nig).,Nigeria,"Onikan Round About, Lagos Island",The Bazaar,The Bazaar,500,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recJm5EfWN1gPuNEM,Nigeria,Lagos,6.5543048,3.3655369,Indian Bazaar (Nig).,Nigeria,"14, Ade Akinsanya Street, Off Town Planning Way, llupeju",The Bazaar,The Bazaar,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recJotNUna5k1ru8B,Nigeria,Lagos,6.641063,3.333813,Indian Bazaar (Nig).,Nigeria,"Haruna Street by Abioye Street junction, Ojodu, Lagos, Nigeria",The Bazaar,The Bazaar,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recW6rvBXDIcw7jMn,Nigeria,Lagos,,,Indian Bazaar (Nig).,Nigeria,Palmgrove-Temple,The Bazaar,The Bazaar,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec0UN6ABSG9Uf4ai,Nigeria,Lagos,,,Indian Bazaar (Nig).,Nigeria,Eko Court,The Bazaar,The Bazaar,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rechRcXyvtbM5ELf3,Nigeria,Lagos,6.609938,3.345438,Indian Bazaar (Nig).,Nigeria,"D'Podium, Aromire Street",The Bazaar,The Bazaar,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recXe81JmZOLrUTHN,Nigeria,Lagos,6.457937,3.554563,Indian Bazaar (Nig).,Nigeria,"Northwest Filling Station, Ikota",The Bazaar,The Bazaar,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recwIG0ORFk8D4T7v,Nigeria,Lagos,6.468047,3.552396,Indian Bazaar (Nig).,Nigeria,"Northwest Filling Station, Sangotedo-Ajah",The Bazaar,The Bazaar,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recKgCuASM2faxhIK,Nigeria,Lagos,6.487938,3.293813,The Corner Shop,Nigeria,"startimes estate, 3 jerry alocha, Ago Palace Way, Lagos, Nigeria",The Corner Shop,The Corner Shop,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recJVbKO1ENtmrGnq,Nigeria,Lagos,6.437437,3.508063,The Farm,Nigeria,"Lekki Penninsula II, Lekki, Nigeria",The Farm,The Farm,180,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rectEShzgs88IBrtd,Nigeria,Lagos,6.639563,3.365938,The Farm,Nigeria,"Isheri, Lagos, Nigeria",The Farm,The Farm,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recMOQCXoEYLTy1w2,Nigeria,Lagos,6.438063,3.361562,The Fish Shop,Nigeria,"4, Ashabi Adedire Street, Off Creek Road",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
recu6VUVHNjUiWLUJ,Nigeria,Lagos,6.471437,3.294812,The Fish Shop,Nigeria,"2, H-Close, 1st Avenue, Festac Town",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
rec7xUUhsrp1FmJxg,Nigeria,Lagos,6.587062,3.356062,The Fish Shop,Nigeria,"37, Joel Ogunnaike Street, GRA, Ikeja",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
recnqqQGhiw6LiOHg,Nigeria,Lagos,6.443938,3.317688,The Fish Shop,Nigeria,"Kirikiri Lighter Terminal, Phase-1, Apapa-Oshodi Expressway",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
rect1jgsIrGrm7Cdw,Nigeria,Lagos,6.491938,3.356562,The Fish Shop,Nigeria,"88, Adeniran Ogunsanya Street, Off Bode Thomas Road",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
rec2jtwgMcV82OWgI,Nigeria,Lagos,6.447438,3.472562,The Fish Shop,Nigeria,"1, Victoria Arobieke Street, Off. Admiralty Way, LekkiPhase 1",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
recXXjRfSxXcDWiY3,Nigeria,Lagos,6.514313,3.316437,The Fish Shop,Nigeria,"18,Ago Palace Way,Inside Oando Filling station,Taiwo Bus Stop,Okota Lagos",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
recxSldTS08xmjMN8,Nigeria,Lagos,6.428438,3.421063,The Fish Shop,Nigeria,"4A, Eletu Ogabi Street, Off Adeola Odeku Street",The Fish Shop,The Fish Shop,75,Specialist Food,Mid-level
recwidssfOyZslM0c,Nigeria,Lagos,6.452312,3.519687,Tiff's & Mich's,Nigeria,"82 Agungi Ajiran Rd, Lekki Penninsula II 100235, Lekki, Nigeria",Tiff's & Mich's,Tiff's & Mich's,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recksI5uFBCaN6pXo,Nigeria,Lagos,6.4921417,3.38031,Tonyson,Nigeria,"47A Simpson St, Adekunle 101212, Lagos, Nigeria",Tonyson,Tonyson,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reckx3p9R09PDZdsu,Nigeria,Lagos,6.4422406,3.4711,Trebet Superstores,Nigeria,"46a Fola Osibo Street, Lekki Phase 1",Trebet,Trebet,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reckA5pSKb3EtrlTo,Nigeria,Lagos,6.4319748,3.4667937,Trimart Supermarket,Nigeria,"Plot 35, Block 101, Providence Street, Lekki Phase 1",Trimart,Trimart,250,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec5hJz18LTmZSVYV,Nigeria,Lagos,6.503563,3.379313,Trolleys Superstore,Nigeria,"2 Industrial Ave, Sabo yaba 100001, Lagos, Nigeria",Trolleys Superstore,Trolleys Superstore,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recRRev3Xm1tJCHAJ,Nigeria,Lagos,6.451937,3.441312,Trustee Pharmacy and Supermarket,Nigeria,"50d Glover Rd, Ikoyi, Lagos, Nigeria",Trustee Pharmacy and Supermarket,Trustee Pharmacy and Supermarket,170,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reckHxFFVkxI6Ewou,Nigeria,Lagos,6.551812,3.269063,Twins Faja Supermarket,Nigeria,"Ikotun - Idimu Road, Egbe, Lagos, Nigeria",Twins Faja,Twins Faja Supermarket,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
reciqAKEfB5r1sj0C,Nigeria,Lagos,6.492062,3.199438,Twins Faja Supermarket,Nigeria,"Ipaiye Bus/Stop, 25 Km 4, Lasu-Isheri Express Road, Ojo, Lagos, Nigeria",Twins Faja,Twins Faja Supermarket,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recdx2KMAwAC0O4DZ,Nigeria,Lagos,6.567312,3.367312,Shoprite Holdings,South Africa,"Purple Mall, Maryland",Shoprite,Usave,750,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Value
recmGIlY95yynFd38,Nigeria,Lagos,6.615562,3.371563,V Payless Supermarket,Nigeria,"Ikosi Ketu, Lagos, Nigeria",V Payless Supermarket,V Payless Supermarket,120,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reclhaiQeAMdo5uHE,Nigeria,Lagos,6.6192488,3.3748771,Value Xchange Superstore,Nigeria,"2 Emmanuel Keshi St, Ikosi Ketu, Lagos, Nigeria",Value Xchange,Value Xchange Superstore,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recCZqzR82oXHqvIn,Nigeria,Lagos,6.619063,3.365938,Value Xchange Superstore,Nigeria,"5 C M D Rd, Ikosi Ketu, Ikeja, Nigeria",Value Xchange,Value Xchange Superstore,200,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reczcv10w3FPT4N26,Nigeria,Lagos,6.692687,3.236438,Vicmarts Supermarkets,Nigeria,"yemi dedeke, mobil, Ota, Nigeria",Vicmarts Supermarkets,Vicmarts Supermarkets,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recFcsZTyRCHJrzcm,Nigeria,Lagos,6.677062,3.195812,Vicmarts Supermarkets,Nigeria,"Housing Estate, Mobil Road, Behind Mobil filling station, Ogun State, Ota, Nigeria",Vicmarts Supermarkets,Vicmarts Supermarkets,60,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
reclXl3JKRZ0kqS4O,Nigeria,Lagos,6.439061,3.516354,VTL Stores,Nigeria,"8 Ajiran-Agungi Road, Agungi Junction, Lekki-Epe Road, Lagos Lagos ",VTL Stores,VTL Stores,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recl7i0E7i0MT0yd0,Nigeria,Lagos,6.445059,3.551797,VTL Stores,Nigeria,"Opp Medmart Ikota Villa Estate, Rd 1, Aja, Lekki, Nigeria",VTL Stores,VTL Stores,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recbHJz8nYXntVuN7,Nigeria,Lagos,6.584812,3.364813,Wellife Supermarket,Nigeria,"92 Opebi Rd, Maryland, Ikeja, Nigeria",Wellife Supermarket,Wellife Supermarket,150,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recoIWZWJPUzBgpaS,Nigeria,Lagos,6.635063,3.374937,Westgate Lifecare Mall,Nigeria,"1 The Apostolic Church Cl, Isheri, Lagos, Nigeria",Westgate Lifecare Mall,Westgate Lifecare Mall,400,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
rechI6tquDLlqGn6b,Nigeria,Lagos,6.438688,3.584187,Wexens Express Supermarket,Nigeria,"Aina Jakande St, Lambasa, Lagos, Nigeria",Wexens Express Supermarket,Wexens Express Supermarket,40,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Basic
recnLubUWhTR4ZHwx,Nigeria,Lagos,6.546813,3.331313,Winink Supermarket & Stores,Nigeria,"13 Asa-Afariogun St, Oshodi-Isolo, Lagos, Nigeria",Winink,Winink Supermarket & Stores,40,Traditional,Basic
recok7Rpn9LzhOook,Nigeria,Lagos,6.4355624,3.4206493,Winners Supermarket,Nigeria,"237 Kofo Abayomi St, Victoria Island",Winners (Nigeria),Winners Supermarket,800,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Premium
recomKkW1qhPPYbqo,Nigeria,Lagos,6.576437,3.389437,Winni Supermarket,Nigeria,"112 Ogudu Road, Ogudu 100242, Lagos, Nigeria",Winni,Winni Supermarket,350,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reco3f6hTrf3rofDU,Nigeria,Lagos,6.697188,3.419063,Wise Buyers Supermarket,Nigeria,"Journalist Estate Road, Arepo, Nigeria",Wise Buyers,Wise Buyers Supermarket,400,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reco4aprRMAAXYJoi,Nigeria,Lagos,6.5181125,3.355131,Yem Yem Superstores,Nigeria,"The Plaza, Road 1, Lagos University Teaching Hospital (LUTH), Idi-Araba",Yem Yem,Yem Yem,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reco6omvWAtSSECHC,Nigeria,Lagos,6.518312,3.392437,Yem Yem Superstores,Nigeria,"Unilag Main Shopping Complex, Dan-Fodio Boulevard, University of Lagos Main Campus, Akoka",Yem Yem,Yem Yem,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
reco9rydwmQZMWNDB,Nigeria,Lagos,6.632437,3.391062,Yem Yem Superstores,Nigeria,"Magodo Shopping Arcade, Ayodele Fanoiki Street (near UNILAG Estate), Magodo-Isheri",Yem Yem,Yem Yem,300,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
rec8rFrp0NLFKpHWJ,Nigeria,Lagos,6.438438,3.554437,ZeevaMart,Nigeria,"Megamound Ave, Eti-Osa, Lekki, Nigeria",ZeevaMart,ZeevaMart,80,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
recwjZGmufzEs9CwB,Nigeria,Lagos,6.493187,3.322563,Sun Group,Nigeria,"49 Apapa-Oshodi Express Way, Ijesha Tedo, Lagos, Nigeria",Sun Group,ValuNaira,100,"Supermarket (Supermarkets, Hypermarkets and Department Stores)",Mid-level
